92,17
27,61
9152,6172

12,61
41,12
8771,12729

71,11
14,54
7189,5889

22,36
49,21
8122,6806

44,88
72,36
4972,4004

11,57
50,18
3024,17456

88,91
80,13
12096,8255

22,50
48,28
17238,1530

67,19
25,70
15607,12559

20,58
67,22
13571,12102

36,74
82,39
6484,8146

15,73
89,17
9054,4114

40,23
12,41
10476,1521

61,30
43,71
5659,5525

56,20
36,75
15692,11255

12,54
28,27
540,945

62,18
47,71
8201,6109

55,90
95,35
7345,9610

92,77
26,76
9400,9820

76,75
12,66
2440,5874

82,12
56,95
2336,2946

63,82
72,14
5661,3542

35,72
57,14
17617,5546

80,24
33,89
8581,5501

68,37
42,88
7270,5845

12,52
34,12
7922,17576

61,74
76,23
7511,2884

84,33
12,18
3372,2268

32,68
52,19
3288,3522

18,57
71,15
3948,6983

80,40
23,67
5874,7266

81,53
19,79
3362,4330

37,79
95,26
4045,3862

89,36
58,91
7323,6204

28,23
11,91
1531,7241

28,60
62,20
16504,6340

23,71
94,75
1711,1839

18,54
60,13
6068,16687

11,44
69,23
770,1009

83,60
13,45
3334,3585

30,60
50,13
19290,15493

26,79
94,35
7188,7806

29,60
53,13
11472,418

97,86
13,99
2527,8801

67,99
98,27
3521,3789

55,77
37,15
14225,12883

13,20
41,18
1233,770

97,48
14,57
8380,7752

12,61
69,17
3305,1545

15,56
64,31
3453,3344

45,62
33,12
3635,16852

36,12
12,33
10856,4394

55,89
82,24
3886,2158

26,73
97,68
9733,7097

87,46
11,52
1369,15432

48,20
37,68
12376,4116

34,75
77,31
3397,5966

26,59
35,18
12833,3002

16,65
92,19
4248,3777

65,21
29,68
3813,14170

37,12
28,43
3647,5762

66,28
31,84
2952,4228

48,86
73,31
7120,6370

81,34
50,93
8280,6068

26,50
87,32
4167,1654

19,98
33,19
3742,4331

17,52
61,22
3176,9284

18,41
71,43
8552,2649

51,14
66,89
6510,8450

11,38
58,13
13236,9231

26,15
32,56
13378,1307

48,12
43,77
8151,4369

83,28
19,24
6854,2664

45,53
56,17
8035,5547

57,26
13,24
5477,3456

64,34
20,48
14540,13044

63,39
41,78
5827,6396

75,15
15,71
18125,11885

67,25
57,82
4467,3428

67,19
18,47
11739,7909

11,66
76,13
18011,14042

71,82
78,18
6875,4408

39,52
53,14
4891,2668

44,25
14,44
17914,12221

82,38
46,94
8364,6856

18,59
64,27
16262,18991

55,70
91,11
7510,2745

31,13
11,92
943,6163

42,70
67,26
6861,7066

49,20
14,39
2065,4005

69,11
54,56
5592,1318

69,35
12,44
4697,2487

85,19
41,51
2901,1527

52,14
23,67
16545,3463

43,14
13,61
19114,16830

42,71
93,21
4809,3362

79,34
45,99
8849,9542

62,22
38,57
6450,5770

31,67
83,56
5663,8291

15,50
38,19
3628,7019

83,31
46,56
470,292

19,95
67,15
6784,8960

20,83
29,15
1607,2139

28,52
91,22
1141,502

75,27
45,72
6960,3231

56,76
93,13
12274,7374

86,34
50,65
8286,6804

65,24
14,33
14442,3530

98,33
68,78
9486,4131

37,87
97,39
5839,3141

77,32
30,61
3936,2024

36,18
11,35
8099,8099

96,43
41,83
5305,3475

79,11
32,35
2181,1556

26,60
64,23
3188,11974

42,16
18,61
14534,8311

12,48
79,29
11975,9941

17,54
63,30
2089,10202

62,24
11,35
4439,13677

46,57
55,15
5256,4812

34,17
25,56
10318,7437

19,82
67,47
1736,4102

46,19
35,66
11211,10607

47,64
93,40
11287,7832

70,40
14,81
3332,6868

81,11
11,72
4578,8951

24,52
57,15
18755,16053

95,41
32,83
7637,4403

25,52
59,21
4618,15514

62,24
30,68
5346,1736

14,37
66,37
17488,17306

68,24
69,95
5094,6178

19,29
99,19
1926,826

15,33
63,23
13331,11029

90,12
12,65
6102,5949

31,68
56,12
16228,8080

28,73
57,17
14247,3172

11,26
37,23
13427,7273

41,19
15,73
3548,4088

86,82
24,86
7332,11346

89,24
39,78
6928,4770

31,45
40,14
15091,14401

48,26
16,51
10016,4137

16,45
58,20
14050,5760

15,38
83,26
8740,4636

31,52
36,18
10505,1352

11,29
56,31
3071,15583

41,13
51,84
18140,4034

31,20
11,43
393,828

54,33
20,38
7204,6838

43,65
41,12
12942,5307

45,19
34,69
16741,19477

35,99
95,13
4455,5697

83,88
68,13
8324,7939

60,30
28,47
4808,3262

65,24
23,33
4552,2514

70,11
96,93
9974,7333

69,11
40,95
4751,2264

12,38
41,22
10631,18294

17,46
77,50
4969,842

29,72
37,14
9755,16850

24,13
12,28
416,276

19,46
63,29
4385,4440

31,71
45,13
12901,16461

54,12
11,30
3603,9422

75,14
75,89
8475,4057

28,57
59,26
920,7915

75,67
66,11
1692,936

49,30
16,39
4870,1706

99,15
68,64
6419,4087

58,33
15,31
8796,12658

31,11
11,42
3154,3600

29,75
57,27
5986,6450

14,78
82,13
4116,1183

66,27
27,69
19682,16529

53,21
35,73
8143,1011

32,75
63,17
7327,6707

14,30
48,24
5018,8378

18,43
51,20
434,12521

99,34
18,27
1998,936

68,93
83,30
1759,1320

28,94
62,26
1226,1748

91,97
62,15
5863,3593

23,98
51,53
5031,8785

21,58
33,17
12344,6367

34,45
92,32
11180,6808

35,61
33,19
15940,2128

38,84
96,64
5812,4696

12,25
65,42
2461,8045

12,40
88,14
3308,2926

12,54
51,23
14201,8713

65,18
68,78
7951,6462

24,70
44,20
1548,2890

48,16
18,44
2616,1936

15,59
35,16
19690,12959

69,35
30,60
7314,6800

21,47
42,20
1323,2369

73,22
18,75
5427,4836

28,47
54,26
10854,13281

58,26
34,56
2032,1400

61,25
16,63
10391,11345

16,60
59,12
2329,3084

55,95
89,40
11067,10245

97,78
12,71
4529,6464

55,30
24,42
3198,2814

35,16
32,59
15670,4203

11,70
28,23
1317,5898

22,70
57,16
9258,6964

83,24
11,50
4268,6110

70,31
19,44
6967,3548

35,19
18,40
9813,3563

74,27
11,41
13301,7703

39,63
94,48
2328,2826

80,41
37,58
5670,4077

18,61
43,20
8795,2378

66,15
30,77
3692,10594

95,32
29,97
7282,6640

59,16
20,78
13817,10588

13,37
68,34
13597,13005

52,69
31,11
13920,5428

69,24
21,95
6510,3229

78,11
25,29
4786,2611

61,31
11,24
6224,17190

83,45
11,45
1841,12815

15,60
70,26
4740,2196

43,56
12,97
612,1448

61,24
17,45
16094,7139

18,97
86,99
6182,11083

72,43
24,51
13880,13295

11,26
39,11
13186,8851

54,23
30,86
3120,8285

57,12
23,72
4104,8240

26,57
69,34
2787,1771

14,46
65,15
9516,14004

60,34
12,34
2324,5446

61,14
87,95
7400,5450

21,81
87,77
2283,7513

26,19
14,74
2304,6020

35,95
85,28
6855,8268

80,21
15,65
4410,4455

63,35
11,49
18924,298

33,59
32,13
1592,12836

49,12
21,65
8831,10539

48,66
52,15
5732,3531

41,11
13,59
9307,17229

14,68
78,28
17738,1668

49,24
31,53
10437,11055

36,84
35,13
5863,8393

12,88
83,17
9010,8090

13,56
26,26
2002,3894

65,32
32,57
1261,1157

30,64
50,17
12250,9241

66,16
18,65
5264,9075

21,35
35,17
2349,12167

60,13
26,81
12004,15967

69,11
20,72
9957,11299

85,36
54,95
6123,6344

68,18
24,83
2252,2359

26,82
89,55
3463,7085

47,18
14,25
17934,10126

11,35
48,22
13363,15897

15,48
53,41
1982,1970

44,95
87,42
6296,7760

48,78
36,12
2960,11996

61,25
20,59
3205,7852

70,14
40,63
5280,5621

36,89
78,14
7998,3499

44,13
36,62
12436,18317

94,32
38,84
7058,7164

11,51
76,29
1478,4057

12,86
27,18
2028,6110

46,76
78,25
5320,5258

11,49
83,46
14490,697

43,12
15,31
3726,5789

19,73
74,11
4904,14462

42,79
49,15
6437,10779

48,73
68,11
5900,4999

39,33
21,75
1467,2901

14,47
74,22
8702,7531

69,33
17,43
12146,18812

34,57
80,44
5908,6390

15,38
64,44
5357,17838

22,51
68,43
626,878

80,25
69,75
4683,3975

19,94
95,33
6574,10674

81,59
34,90
4542,4874

86,29
11,92
8108,11210

41,24
19,40
13789,19736

57,28
15,41
6077,6618

28,21
23,74
2806,5850

55,24
16,35
14348,15869

70,42
42,85
6426,6726

77,93
74,17
5480,3217

74,74
25,97
6236,10556

69,35
13,33
10810,12644

36,17
19,28
4740,11415

30,72
63,15
14639,16241

15,60
53,25
4397,2815

16,69
54,13
12510,11763

41,27
13,31
7962,11134

11,46
38,22
1778,4834

40,85
27,18
3222,4248

51,17
37,77
14542,17706

71,11
41,95
6029,5987

24,14
23,42
1959,1400

51,21
14,80
3361,8659

70,33
16,64
6666,5175

17,43
84,14
1396,554

76,35
22,88
9428,11350

54,13
14,62
6876,18546

55,29
24,40
6663,6029

55,49
11,52
2167,5813

27,13
26,42
16846,4546

60,16
32,75
2660,5362

36,69
64,39
4668,4680

38,12
28,56
2180,1160

31,21
30,65
4857,6507

38,56
38,15
13686,14581

25,57
40,17
11305,8893

13,45
52,46
5395,5811
